,ID,GROUP,CONDITION,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q5H,Q5I,Q5J,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,T2Q1,T2Q2A,T2Q2B,T2Q2C,T2Q2D,T2Q2E,T2Q2F,T2Q2G,T2Q2H,T2Q2I,T2Q3A,T2Q3B,T2Q3C,T2Q3D,T2Q3E,T2Q3F,T2Q3G,T2Q3H,T2Q4A,T2Q4B,T2Q4C,T2Q4D,T2Q4E,T2Q4F,T2Q4G,T2Q4H,T2Q4I,T2Q4J,T2Q5A,T2Q5B,T2Q5C,T2Q5D,T2Q5E,T2Q5F,T2Q5G,T2Q5H,T2Q5I,T2Q5J,T2Q6A,T2Q6B,T2Q6C,T2Q6D,T2Q6E,T2Q6F,T2Q6G,T2Q6H,T2Q6I,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
160,160,11,1,5,0,10,77,77,5,4,7,5,10,77,5,5,77,9,77,5,1,5,10,77,10,5,3,9,10,77,5,0,5,5,77,77,5,0,5,10,77,5,3,5,0,5,5,0,10,10,10,7,3,7,2,4,4,2,5,8,0,5,7,5,3,5,0,0,6,3,10,8,10,10,0,5,2,0,0,0,0,7,7,10,5,7,1,5,5,7,5,5,10,10,10,0,5,3,"2+, non-Hispanic",18-29,BA or above,Republican,Male,23
161,161,9,1,5,0,10,10,10,10,77,10,10,0,10,5,5,10,5,0,0,0,0,0,10,0,10,10,10,10,0,0,5,77,10,5,10,10,10,10,10,10,10,0,0,0,0,0,10,0,0,10,3,0,2,2,10,10,0,10,10,0,5,10,0,0,0,0,0,0,10,0,0,0,10,5,5,10,0,0,2,1,0,0,10,10,10,0,10,10,10,0,0,0,0,10,10,0,0,"White, non-Hispanic",45-59,BA or above,Independent,Male,55
162,162,12,1,0,10,77,0,0,0,77,0,0,10,0,10,5,8,0,0,0,10,5,10,0,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,5,5,77,10,10,0,10,0,10,10,5,5,8,9,0,8,0,0,10,0,0,10,7,10,5,8,1,0,0,7,10,5,8,10,10,0,10,5,0,0,7,7,0,10,10,10,10,10,10,10,8,5,8,7,8,8,8,5,7,Hispanic,45-59,BA or above,Independent,Female,53
163,163,36,1,2,5,8,7,5,5,5,5,5,5,7,7,7,6,7,7,7,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,3,9,7,8,9,8,6,9,1,10,8,9,8,3,3,3,5,5,2,2,5,7,5,7,4,1,1,0,0,5,5,10,4,1,7,9,10,6,5,8,8,3,7,9,8,3,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Male,21
164,164,32,1,6,0,10,8,10,10,8,9,10,2,9,7,8,8,4,0,1,4,10,5,4,8,77,2,10,10,5,7,3,2,9,7,10,10,10,10,10,7,2,0,9,10,6,8,5,7,4,8,7,1,9,8,8,8,8,3,8,1,10,8,8,9,3,1,6,4,8,9,2,10,7,2,7,9,6,5,6,3,9,8,10,6,7,8,9,9,8,0,9,10,7,9,4,7,4,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48
165,165,28,1,7,2,8,2,5,6,0,8,10,3,10,10,10,10,0,0,2,4,10,10,77,10,6,6,4,7,6,0,6,0,6,8,8,7,6,1,8,6,9,0,6,5,4,9,10,0,0,6,7,0,10,5,6,7,8,6,6,0,10,10,10,7,0,0,1,4,8,7,0,8,9,0,0,1,1,0,3,2,6,6,4,7,9,3,10,10,9,1,7,7,1,10,9,3,0,Hispanic,30-44,Some college,Democrat,Male,44
166,166,7,1,2,5,7,5,5,5,7,6,8,2,10,5,5,10,7,5,0,5,10,10,0,10,10,0,10,10,10,0,0,0,10,10,10,10,10,10,10,10,77,77,10,5,5,10,10,5,5,10,7,5,8,8,8,5,3,7,9,6,9,8,8,9,9,5,2,3,5,9,3,8,9,4,10,8,3,2,2,2,5,5,10,8,7,3,8,10,9,5,9,9,8,8,10,5,3,"Black, non-Hispanic",60+,Some college,Independent,Male,63
167,167,2,1,0,0,10,5,10,10,10,5,10,0,10,10,5,5,0,0,0,77,5,10,10,10,8,6,10,7,8,2,0,0,10,10,10,6,5,7,10,10,5,77,5,5,5,5,8,8,2,10,5,0,10,8,10,10,3,0,10,0,10,10,10,8,0,0,0,9,5,9,7,9,10,1,10,10,5,5,0,3,8,8,10,7,10,1,10,10,10,3,6,10,4,10,2,5,0,Hispanic,18-29,Some college,Democrat,Female,24
168,168,14,1,3,0,10,10,7,7,77,10,10,0,10,10,10,9,0,0,0,5,77,10,77,10,10,0,10,5,77,2,0,0,7,10,10,10,10,10,10,77,77,8,10,8,8,10,10,10,3,10,8,0,10,9,5,8,2,9,10,0,10,10,10,9,0,0,0,9,7,5,10,10,10,0,10,10,0,1,3,1,8,10,10,9,9,9,10,8,9,6,9,10,7,10,8,10,0,"White, non-Hispanic",45-59,BA or above,Independent,Female,49
169,169,39,1,7,10,10,10,10,0,77,10,5,5,0,3,0,0,5,0,5,0,0,0,10,0,5,3,0,0,77,0,8,0,5,5,10,3,4,0,7,2,77,5,6,7,7,0,3,10,10,10,8,10,10,10,10,0,10,10,10,7,2,8,3,1,8,6,10,0,0,2,10,0,10,4,0,0,0,0,10,0,2,2,10,10,10,0,10,77,0,8,8,10,10,0,8,8,10,"White, non-Hispanic",30-44,Some college,Republican,Male,41
170,170,18,1,0,0,10,10,3,5,3,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,77,0,10,10,77,10,0,0,10,10,10,10,10,10,10,10,10,0,10,10,77,10,10,10,0,5,0,0,10,10,5,5,3,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,8,0,9,10,5,10,0,0,10,10,10,10,10,10,10,10,10,0,10,10,5,10,7,9,0,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40
171,171,40,1,98,5,10,3,10,5,10,10,2,10,1,0,2,1,10,10,10,0,0,1,5,2,5,7,2,5,5,0,5,2,3,3,10,2,3,2,10,10,2,8,10,10,2,0,5,2,8,2,98,5,8,2,10,1,9,6,1,10,1,0,5,0,8,8,10,1,1,5,9,9,1,9,1,0,0,0,3,7,7,3,10,0,0,0,10,7,7,7,10,9,8,0,5,6,8,"White, non-Hispanic",60+,BA or above,Independent,Male,71
172,172,7,1,5,3,9,5,5,3,8,5,8,8,5,6,6,8,3,0,0,5,5,5,77,7,8,0,10,6,7,5,0,0,6,5,10,5,5,5,10,10,0,4,6,8,7,6,7,7,10,5,5,3,10,5,7,10,10,10,10,5,10,10,10,10,5,0,2,9,3,4,3,4,10,3,5,10,0,5,5,6,7,5,10,5,10,5,10,10,10,0,10,10,10,10,5,10,10,"White, non-Hispanic",45-59,Some college,Independent,Female,45
173,173,1,1,6,2,10,10,5,5,10,6,10,5,10,10,10,7,1,0,0,5,8,10,0,10,5,0,7,6,2,1,0,0,7,8,10,5,5,5,10,10,10,0,10,10,6,10,7,7,0,10,7,1,10,10,10,7,8,1,10,5,10,9,9,6,6,1,1,4,10,10,1,9,10,1,10,5,1,1,1,2,3,4,10,6,8,9,10,10,10,1,10,8,5,10,10,10,1,"White, non-Hispanic",60+,BA or above,Independent,Male,71
174,174,40,1,5,5,9,8,5,8,9,8,9,9,9,9,8,10,8,1,1,9,5,9,5,9,10,1,9,9,10,5,0,2,9,10,10,10,10,10,10,10,8,2,9,9,8,9,10,10,7,10,8,2,10,6,10,10,10,10,10,7,10,10,9,8,6,1,2,9,7,9,5,9,9,1,8,9,3,3,0,5,8,8,10,9,5,5,10,10,10,3,9,9,8,10,10,10,6,"Black, non-Hispanic",60+,BA or above,Independent,Male,70
175,175,37,1,77,77,4,7,5,5,77,77,4,2,77,77,77,77,6,77,77,77,6,3,4,8,3,7,98,10,7,4,77,5,4,3,3,4,4,6,4,6,4,77,4,77,3,3,4,4,4,5,6,9,77,5,5,7,10,9,10,7,77,77,5,77,7,77,5,5,5,10,8,10,10,2,8,5,5,3,2,2,8,77,10,10,9,10,10,10,77,77,5,77,77,5,5,77,5,"Black, non-Hispanic",18-29,HS graduate or equivalent,Independent,Female,26
176,176,38,1,5,10,10,0,7,0,10,0,5,10,5,5,5,5,10,10,10,7,0,3,7,5,0,6,7,0,0,0,10,10,0,0,10,5,10,0,7,10,8,10,10,8,8,77,0,0,10,0,8,10,7,0,8,5,10,0,3,10,7,5,0,7,10,3,10,5,0,0,5,2,0,2,3,0,0,0,10,8,0,7,10,0,10,0,10,10,5,8,5,8,5,5,8,5,7,"White, non-Hispanic",60+,BA or above,Republican,Female,63
177,177,10,1,3,8,9,4,6,6,77,7,6,3,77,77,7,77,8,5,77,4,7,7,1,7,9,1,9,7,77,2,2,4,8,6,10,9,5,8,7,7,7,5,5,77,7,7,6,7,7,2,4,3,9,3,8,4,8,8,8,4,10,9,9,77,9,2,2,2,3,8,0,9,7,7,8,4,0,0,2,0,7,7,10,10,9,8,10,9,10,7,9,9,9,9,9,5,4,"White, non-Hispanic",60+,Some college,Democrat,Male,66
178,178,10,1,5,5,5,3,7,7,10,10,10,5,77,77,10,5,5,0,77,5,5,10,5,10,10,5,10,10,10,0,0,0,10,5,10,10,10,10,10,10,5,5,5,5,7,77,5,7,10,5,6,3,7,7,10,5,10,7,10,3,10,8,7,7,8,2,77,5,7,10,2,10,10,0,7,8,7,0,2,3,7,7,10,10,10,7,10,10,8,5,5,6,8,77,8,7,8,"Black, non-Hispanic",30-44,Some college,Democrat,Female,41
179,179,4,1,4,4,10,8,7,10,10,10,8,5,10,8,7,0,7,1,3,6,3,4,3,5,7,0,5,3,5,0,1,0,5,3,10,5,8,4,10,4,10,4,10,10,10,8,10,8,5,8,3,0,10,7,6,9,9,6,9,1,9,4,8,0,9,0,3,2,4,5,1,9,9,0,5,6,1,0,0,0,5,5,10,4,9,6,9,7,10,3,10,10,7,9,10,7,2,"White, non-Hispanic",45-59,BA or above,Independent,Male,59
180,180,19,1,6,3,8,6,10,8,77,10,9,4,10,8,8,6,4,0,2,6,4,10,0,10,8,4,6,7,7,5,3,3,4,7,10,7,6,77,10,10,3,3,4,7,2,10,7,5,2,5,5,0,10,4,10,10,5,5,10,2,10,7,7,4,3,0,4,4,2,1,4,9,5,1,6,4,2,2,1,1,4,4,10,10,10,3,10,9,7,1,6,10,3,10,7,4,3,"Asian, non-Hispanic",18-29,Some college,Independent,Male,21
181,181,35,1,5,2,5,6,7,5,5,4,5,8,4,6,7,5,8,0,5,4,3,4,0,6,6,5,0,6,3,0,2,2,5,6,10,10,10,1,5,2,3,7,6,5,5,5,6,5,4,3,6,0,9,5,10,10,8,10,10,10,6,7,9,5,7,0,6,2,2,7,6,6,8,0,5,3,0,3,0,0,8,9,10,9,77,8,8,10,6,6,77,5,2,3,1,2,2,"2+, non-Hispanic",18-29,BA or above,Republican,Female,23
182,182,36,1,7,5,9,5,5,5,8,5,3,8,5,6,5,6,5,5,4,5,5,5,2,5,10,5,5,7,10,5,6,7,7,6,9,8,9,9,5,8,5,5,5,5,3,5,2,7,6,5,4,3,8,5,7,7,7,5,5,4,5,5,5,5,4,1,0,2,5,6,1,7,7,2,5,5,3,5,5,2,5,6,9,9,9,9,9,9,5,5,5,6,5,5,4,6,6,"White, non-Hispanic",45-59,Some college,Independent,Male,58
183,183,39,1,5,9,10,2,0,0,10,10,0,10,0,10,5,0,4,0,1,0,0,0,10,4,10,10,0,5,5,0,10,10,1,0,4,0,0,5,10,10,0,10,10,5,3,0,3,10,10,0,6,5,7,3,3,1,4,2,0,7,0,8,3,0,7,2,7,0,0,0,10,4,8,8,2,7,0,0,7,3,2,1,3,1,3,1,10,10,0,5,6,4,5,0,7,7,3,Hispanic,18-29,Some college,Independent,Male,26
184,184,4,1,3,2,8,2,4,3,8,8,4,7,0,0,0,0,8,9,7,0,10,0,10,0,7,7,0,0,3,0,10,2,5,1,4,0,3,3,77,7,8,9,8,5,5,0,2,9,8,8,3,0,10,5,9,9,10,5,6,0,0,0,4,0,7,5,7,0,0,0,7,0,9,2,0,8,0,0,7,5,6,6,8,5,5,0,6,7,8,1,5,9,8,2,3,5,5,"White, non-Hispanic",45-59,BA or above,Republican,Female,57
185,185,6,1,7,10,8,0,8,2,5,6,2,10,0,2,0,2,8,2,5,2,6,6,5,6,8,7,2,2,6,0,10,6,7,6,9,6,10,6,5,9,0,8,7,7,4,0,2,6,5,6,7,7,10,6,9,7,10,7,6,6,4,4,3,4,7,2,3,4,6,9,4,7,10,6,4,6,3,0,7,5,5,9,10,9,10,7,10,10,2,6,7,7,8,4,4,7,4,"White, non-Hispanic",45-59,HS graduate or equivalent,Independent,Male,54
186,186,32,1,5,5,7,1,2,4,7,6,8,2,8,8,3,8,6,4,1,5,6,5,5,5,8,2,8,5,1,0,2,0,5,7,8,9,9,0,5,0,8,0,8,8,3,5,8,8,7,4,6,7,10,6,8,8,8,9,10,2,9,9,9,7,6,1,4,8,2,8,5,8,5,0,6,6,2,0,0,0,7,5,10,9,9,3,9,8,10,0,10,10,5,9,9,8,3,"Black, non-Hispanic",60+,BA or above,Independent,Male,62
187,187,3,1,8,5,5,5,5,5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,10,10,10,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,5,7,6,6,8,8,5,5,9,5,5,5,5,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,6,8,8,8,5,8,8,8,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44
188,188,11,1,5,77,77,77,77,77,77,77,77,77,77,77,5,77,0,0,77,5,8,10,77,10,10,77,5,10,10,0,5,77,10,5,10,77,10,10,10,6,10,0,10,5,0,77,10,5,1,5,7,5,10,1,1,1,10,10,10,5,10,10,5,5,1,0,0,2,10,10,0,10,10,0,1,10,0,0,8,3,3,3,10,3,7,5,10,10,10,3,10,5,5,10,10,5,3,"Black, non-Hispanic",18-29,BA or above,Independent,Female,28
189,189,1,1,7,5,5,2,3,3,10,10,5,10,0,0,0,0,8,5,5,2,0,0,10,0,0,10,0,3,0,0,10,3,3,3,9,1,5,1,5,10,0,10,10,9,10,0,4,9,9,5,9,5,10,7,7,5,3,2,6,3,3,0,1,0,10,5,10,0,7,1,9,5,3,10,1,0,0,0,10,5,4,4,9,5,5,0,10,10,5,7,5,6,9,3,7,5,8,"White, non-Hispanic",60+,Some college,Independent,Male,68
190,190,40,1,3,1,10,7,10,8,77,5,10,2,10,10,10,10,0,0,2,5,7,10,0,10,8,1,10,8,8,6,1,2,9,9,10,8,8,10,10,10,2,1,5,8,5,6,10,8,3,9,4,0,10,7,7,7,3,7,10,0,8,9,10,7,98,0,1,6,7,8,0,9,5,3,6,7,5,5,2,3,8,8,10,9,9,8,10,10,7,0,5,7,6,7,10,9,4,"White, non-Hispanic",30-44,Some college,Democrat,Female,30
191,191,20,1,6,2,10,8,10,10,77,9,10,1,10,10,10,10,2,0,0,8,8,9,0,10,9,77,10,10,77,77,0,0,8,9,10,10,10,10,10,10,77,5,9,10,5,10,10,10,3,10,8,0,10,8,9,9,7,9,10,2,10,10,10,10,1,0,2,8,5,10,0,10,5,0,10,10,7,1,0,0,8,9,10,10,10,10,10,9,10,5,7,9,5,10,8,8,0,"White, non-Hispanic",60+,BA or above,Democrat,Female,70
192,192,35,1,2,2,10,5,8,7,5,8,10,0,8,10,10,10,0,0,0,8,8,9,0,10,10,0,10,10,10,10,2,2,8,8,10,8,8,10,8,6,5,5,7,7,5,9,10,7,2,7,5,0,9,6,9,9,6,9,10,1,8,10,9,10,1,0,0,8,9,10,0,10,9,0,9,9,7,10,3,0,9,9,10,6,6,9,9,9,8,5,7,9,7,10,9,8,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,50
193,193,20,1,9,10,5,5,6,6,77,7,7,9,10,8,9,77,7,5,1,5,10,9,77,10,9,5,7,9,8,77,10,10,7,10,10,8,10,10,7,10,9,8,8,8,8,8,8,8,9,8,9,9,9,8,8,7,10,9,9,9,9,9,9,9,9,3,0,9,8,7,2,8,6,2,2,2,4,4,8,7,8,9,10,9,9,7,10,10,9,3,8,6,8,9,10,9,9,"White, non-Hispanic",60+,Some college,Republican,Male,69
194,194,37,1,2,10,6,3,6,5,10,5,5,10,9,8,5,9,5,0,0,8,8,5,5,7,7,2,6,9,10,2,9,8,8,7,10,8,8,9,8,10,5,7,9,8,7,0,2,7,10,4,8,8,8,5,5,0,10,7,5,10,5,5,2,4,1,0,0,5,5,8,7,9,9,8,5,0,0,0,9,7,5,3,10,10,10,8,10,10,4,6,5,8,4,1,4,5,6,Hispanic,60+,Some college,Republican,Female,70
195,195,29,1,3,5,6,4,6,6,5,4,6,5,4,6,3,7,4,5,5,3,6,6,7,5,3,3,6,4,5,7,5,4,2,3,5,8,7,5,8,3,5,4,6,4,5,6,5,6,4,5,4,1,8,6,9,7,1,3,6,2,8,9,2,5,4,2,2,8,6,3,8,7,7,2,3,8,6,2,5,2,8,6,8,8,7,7,2,8,8,6,9,8,3,10,10,10,6,"Black, non-Hispanic",18-29,HS graduate or equivalent,Republican,Male,21
196,196,18,1,3,0,10,10,9,10,1,10,10,0,10,10,10,10,1,0,0,10,10,10,0,10,10,0,9,7,9,3,0,1,10,8,10,10,10,9,10,10,77,77,9,10,77,10,9,10,77,10,3,0,10,10,9,10,5,10,10,0,10,10,10,10,1,0,5,8,8,10,0,10,10,0,10,8,7,2,0,5,10,8,10,10,10,10,10,10,10,5,10,10,5,10,6,10,1,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37
197,197,5,1,0,5,5,10,10,4,10,10,77,77,77,77,77,77,0,0,0,10,10,10,10,10,10,77,10,10,10,10,0,0,10,10,10,10,10,10,10,10,5,5,10,5,5,77,77,10,77,10,0,77,77,5,77,77,77,10,5,5,77,77,77,5,0,0,0,10,5,10,77,10,10,0,10,10,5,10,5,0,10,10,10,10,10,10,10,10,77,77,5,77,77,77,5,5,5,"Black, non-Hispanic",30-44,BA or above,Independent,Male,43
198,198,6,1,0,1,10,5,5,10,77,9,10,0,10,10,10,10,0,0,0,10,5,10,0,10,10,0,10,10,10,5,0,0,10,10,10,10,10,10,10,10,5,2,10,10,77,10,10,9,0,9,8,0,10,10,5,10,10,10,10,4,10,10,10,10,0,0,0,10,5,10,0,10,10,0,8,8,3,3,0,0,10,10,10,10,10,10,10,10,10,0,8,10,5,10,10,5,5,"White, non-Hispanic",60+,HS graduate or equivalent,Independent,Female,75
199,199,35,1,6,0,10,10,8,9,77,10,10,0,10,10,77,8,77,0,0,8,5,10,0,10,10,0,10,5,5,4,0,0,10,5,10,5,6,5,8,9,7,77,7,10,77,8,10,6,4,10,6,1,10,7,8,9,5,1,10,0,10,10,6,9,1,0,0,8,5,10,0,10,9,0,9,8,4,2,0,0,10,10,10,6,7,5,10,10,10,1,9,10,5,10,10,5,2,"White, non-Hispanic",60+,BA or above,Democrat,Female,79
200,200,11,1,0,5,5,5,5,10,10,10,10,5,10,5,5,5,5,5,77,10,77,10,77,10,10,5,10,10,10,5,0,5,8,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,4,7,10,5,10,10,5,10,10,4,7,10,10,10,5,5,77,10,5,10,10,5,10,5,10,8,1,1,3,5,10,10,10,10,10,10,10,10,4,10,10,4,4,0,10,7,5,"Black, non-Hispanic",30-44,Some college,Democrat,Female,36
201,201,26,1,10,10,5,5,0,0,10,5,5,10,2,0,2,0,5,0,0,7,5,5,5,5,2,5,5,0,0,0,10,5,5,5,5,0,0,0,10,5,0,5,5,8,8,0,3,5,7,5,9,9,1,2,0,0,10,77,2,10,0,0,1,0,1,0,0,0,0,1,5,6,7,9,3,0,0,0,9,1,0,0,7,0,0,0,10,8,7,9,9,9,10,1,2,3,7,"White, non-Hispanic",45-59,BA or above,Republican,Male,59
202,202,40,1,6,10,10,5,0,5,10,10,5,10,0,0,0,0,10,10,10,5,10,5,10,5,7,8,0,0,0,0,10,10,0,0,10,0,5,0,5,10,0,10,10,5,5,0,10,10,10,5,0,10,10,5,5,5,10,10,0,10,0,0,0,0,10,0,10,0,0,5,10,5,10,5,5,0,0,0,10,9,5,0,10,5,10,0,0,10,5,10,10,0,0,0,10,5,5,"White, non-Hispanic",45-59,Some college,Republican,Female,54
203,203,11,1,3,4,8,6,8,9,8,7,10,8,10,9,77,9,6,2,77,4,4,7,3,7,7,3,4,4,3,1,1,3,7,7,10,7,6,77,9,7,7,6,8,10,7,8,8,10,6,7,7,1,10,7,9,10,5,10,10,0,10,10,10,10,3,0,0,5,1,9,8,8,10,2,6,9,1,1,0,3,8,10,10,10,10,6,10,10,10,7,7,10,8,10,9,6,5,"White, non-Hispanic",60+,BA or above,Republican,Female,60
204,204,31,1,9,0,10,8,10,10,10,0,10,10,0,0,0,0,5,0,0,0,0,0,9,7,0,0,0,0,0,0,7,10,9,9,10,10,0,0,10,10,7,5,10,10,10,0,10,0,0,10,7,0,10,5,10,10,10,6,0,7,3,0,4,0,10,6,8,0,6,0,10,0,10,0,6,0,0,0,3,3,6,4,10,1,0,0,10,6,9,10,10,6,8,4,10,0,3,"White, non-Hispanic",60+,BA or above,Republican,Male,76
205,205,20,1,98,5,5,7,5,3,7,5,5,5,77,77,77,77,77,77,77,77,8,3,77,5,5,77,5,5,5,5,2,2,7,8,3,8,8,7,7,7,77,77,77,77,77,77,77,77,77,77,8,6,7,4,8,8,8,8,8,2,7,8,4,3,7,2,2,7,2,6,8,8,8,5,6,2,1,6,4,7,7,9,10,10,10,10,10,6,8,5,7,7,5,7,7,7,5,Hispanic,45-59,Some college,Independent,Female,46
206,206,30,1,4,10,98,5,8,0,10,10,5,10,0,0,0,0,10,5,10,5,0,0,10,5,10,10,0,0,0,0,10,10,0,0,10,0,0,0,5,8,77,8,10,5,8,0,5,10,10,10,7,5,8,5,8,6,6,6,4,7,7,7,9,2,10,7,7,5,0,0,0,2,6,0,0,0,0,0,5,5,3,5,10,10,8,3,10,10,98,7,8,8,8,0,2,5,5,"White, non-Hispanic",60+,BA or above,Republican,Male,65
207,207,9,1,8,7,8,4,7,3,10,4,3,8,0,0,0,0,8,6,6,0,5,0,7,2,2,8,1,0,1,0,9,10,1,3,6,0,77,0,10,8,2,5,7,5,7,0,3,6,7,4,7,6,7,4,7,2,10,6,5,5,0,0,0,0,8,8,9,0,1,0,10,1,2,8,0,0,0,0,10,10,6,6,6,5,5,1,9,9,0,6,7,7,7,0,5,5,7,"White, non-Hispanic",60+,BA or above,Republican,Female,69
208,208,20,1,0,10,5,5,5,3,10,1,2,10,0,0,0,0,9,5,5,2,10,5,1,10,10,5,2,0,0,0,10,8,1,1,5,5,5,3,10,5,0,10,10,5,5,0,1,5,10,5,5,10,5,77,10,10,10,10,5,10,0,0,0,0,10,5,10,0,5,0,77,10,5,0,0,0,0,0,0,10,0,0,5,0,0,0,10,10,0,10,5,5,5,0,5,0,0,"Black, non-Hispanic",60+,Some college,Republican,Male,68
209,209,12,1,2,1,8,7,10,10,5,5,10,3,10,10,10,10,0,0,0,10,8,10,2,8,5,3,10,8,5,1,0,3,7,5,10,3,8,7,5,8,5,77,7,4,0,1,9,5,0,2,3,1,10,8,8,7,6,5,10,2,10,10,10,10,0,0,0,10,9,10,1,10,6,3,6,7,2,2,5,5,7,6,10,6,8,9,10,8,9,1,5,10,2,9,10,8,0,Hispanic,18-29,Some college,Democrat,Female,26
210,210,23,1,1,5,5,6,4,4,10,6,5,6,10,5,8,5,8,4,10,7,10,10,5,8,10,0,8,6,7,2,0,0,10,8,10,0,5,5,10,10,5,6,10,10,8,5,10,10,8,10,5,7,8,7,3,3,10,9,10,8,10,10,9,8,5,4,10,10,9,9,2,10,10,0,10,8,5,6,0,0,10,9,10,8,10,10,10,10,10,4,10,10,10,10,8,10,8,"Black, non-Hispanic",60+,Some college,Democrat,Male,64
211,211,12,1,5,5,5,4,8,6,9,9,8,5,77,77,8,77,7,4,77,10,6,7,5,6,10,6,8,7,5,4,5,4,7,6,9,9,10,7,8,8,3,77,7,5,5,77,10,5,5,10,5,6,10,7,8,5,10,5,5,5,9,5,5,7,6,77,6,3,1,7,5,10,10,5,7,5,2,1,3,4,6,7,10,8,7,7,9,10,10,5,10,7,5,5,10,7,3,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,59
212,212,9,1,5,6,5,6,5,4,5,7,7,4,7,5,6,7,4,3,5,6,3,9,5,7,6,4,10,8,3,4,5,3,6,6,10,6,7,7,4,10,7,4,7,4,4,5,7,5,4,6,6,0,7,4,4,8,5,10,10,0,5,6,6,5,4,3,5,3,2,4,6,6,8,0,4,4,6,0,4,0,7,7,10,4,4,3,9,10,3,4,7,5,4,7,8,5,3,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,51
213,213,33,1,3,3,7,6,3,5,8,3,10,3,10,10,8,7,3,0,0,7,8,8,0,10,7,0,8,5,5,5,0,0,7,7,10,10,10,5,10,7,8,2,7,8,3,8,10,5,0,7,3,0,8,5,10,10,5,5,8,2,8,8,10,6,2,0,0,5,10,3,0,10,5,0,7,5,1,5,0,0,7,7,10,10,10,5,10,5,10,0,5,8,3,10,10,8,0,"White, non-Hispanic",30-44,BA or above,Independent,Male,39
214,214,17,1,2,5,77,5,3,2,5,10,3,5,10,10,5,5,10,0,5,5,10,10,0,10,10,10,10,5,5,5,5,77,77,10,10,10,10,10,5,10,10,10,10,10,5,10,10,10,10,5,6,77,77,77,7,77,10,10,10,0,0,10,77,0,4,8,77,77,10,5,5,7,77,77,3,8,77,77,77,77,7,8,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,"White, non-Hispanic",30-44,Some college,Republican,Male,36
215,215,34,1,7,4,4,7,7,8,5,5,7,4,6,5,7,7,4,3,2,2,7,6,4,8,7,6,9,8,7,3,6,6,5,5,5,8,8,5,5,4,8,98,5,6,4,4,8,7,5,3,8,6,8,8,10,6,6,6,10,1,6,2,8,6,6,0,5,6,10,7,8,8,10,8,9,6,1,1,5,5,6,7,8,10,10,10,10,0,5,7,9,8,7,5,10,8,3,Hispanic,30-44,Some college,Democrat,Female,35
216,216,22,1,98,0,5,5,0,8,8,10,8,0,10,10,8,10,5,0,0,5,10,10,10,10,10,0,5,5,5,0,0,0,0,9,10,10,10,0,5,5,8,5,9,5,5,9,10,7,1,6,4,3,9,3,2,8,9,0,10,2,8,5,8,5,1,0,5,5,10,0,0,10,10,0,5,5,0,0,0,0,4,8,10,5,3,5,10,7,10,5,10,9,7,10,10,10,0,"White, non-Hispanic",30-44,BA or above,Independent,Male,34
217,217,32,1,6,0,10,10,0,10,10,10,10,0,10,5,10,9,10,0,0,5,10,10,0,10,0,0,0,5,5,0,1,0,5,5,10,10,10,6,0,10,10,10,10,10,10,10,10,10,5,10,8,5,8,10,0,10,10,10,10,0,10,10,0,10,7,2,10,9,2,10,0,10,1,10,2,1,0,0,5,5,5,5,10,10,10,5,5,5,10,0,10,10,10,10,10,77,0,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47
